,eps,G_up,G_down
596,2.987017017017017,218684.55701560795,113421.26134477527
597,2.992012012012012,219492.2599544999,113619.10453003415
598,2.997007007007007,220304.09511755605,113817.8692851929
599,3.0020020020020017,221120.0806979178,114017.55945324371
600,3.006996996996997,221940.23495320254,114218.178890292
601,3.0119919919919917,222764.57620567328,114419.7314655897
602,3.016986986986987,223593.12284240732,114622.22106156894
603,3.0219819819819818,224425.8933154659,114825.65157387522
604,3.026976976976977,225262.90614206373,115030.02691140125
605,3.0319719719719718,226104.17990473902,115235.35099632016
606,3.036966966966967,226949.73325152375,115441.62776411945
607,3.041961961961962,227799.58489611407,115648.86116363446
608,3.046956956956957,228653.75361804152,115857.05515708245
609,3.051951951951952,229512.25826284368,116066.21372009591
610,3.056946946946947,230375.11774223574,116276.34084175684
611,3.061941941941942,231242.35103428215,116487.44052463048
612,3.066936936936937,232113.9771835684,116699.5167847991
613,3.071931931931932,232990.01530137367,116912.57365189647
614,3.076926926926927,233870.484565843,117126.61516914156
615,3.081921921921922,234755.40422215994,117341.64539337272
616,3.086916916916917,235644.79358271998,117557.66839508194
617,3.091911911911912,236538.6720273036,117774.68825844905
618,3.096906906906907,237437.0590032502,117992.709081376
619,3.101901901901902,238339.9740256319,118211.73497552135
620,3.1068968968968966,239247.4366774275,118431.77006633434
621,3.111891891891892,240159.46660969732,118652.81849308974
622,3.1168868868868866,241076.08354175778,118874.884408922
623,3.121881881881882,241997.30726135639,119097.97198086002
624,3.1268768768768767,242923.15762484737,119322.08538986178
625,3.131871871871872,243853.65455736686,119547.22883084888
626,3.1368668668668667,244788.81805300928,119773.40651274144
627,3.141861861861862,245728.66817500303,120000.62265849265
628,3.1468568568568567,246673.22505588742,120228.88150512386
629,3.151851851851852,247622.50889768914,120458.18730375933
630,3.1568468468468467,248576.5399720993,120688.54431966116
631,3.161841841841842,249535.338620651,120919.9568322644
632,3.1668368368368367,250498.92525489655,121152.42913521198
633,3.171831831831832,251467.32035658584,121385.96553638995
634,3.1768268268268267,252440.54447784417,121620.57035796257
635,3.181821821821822,253418.6182413508,121856.24793640754
